licenses,parsed_address,similarity score,permit,apn,many_to_many
720 queenstown court 92109,729 queenstown court 92109,96,str-07814l,4235830500,both
720 queenstown court 92109,729 queenstown court 92109,96,str-07813l,4235830500,both
3656 bayside walk #a 92109,bayside walk 92109,100,str-03160l,4235580200,both
4338 33rd pl 92104,4338 33rd pl 92104,100,str-02729l,4475541900,both
5125 muir av 92107,5125 muir ave 92107,97,str-02363l,4480432400,both
5125 muir av 92107,5125 muir ave 92107,97,str-02353l,4480432400,both
5125 muir av 92107,5125 muir ave 92107,97,str-07677l,4480432400,both
3750 alcott st 92106,3750 alcott st 92106,100,str-05297l,4496710200,both
876 thomas av 92109,876 thomas ave 92109,97,str-02977l,4231210700,both
6222 valner wy 92139,6222 valner way 92139,98,str-00510l,5880100300,both
1612 chalcedony st 92109,1612 chalcedony st 92109,100,str-00778l,4163222200,both
1612 chalcedony st 92109,1612 chalcedony st 92109,100,str-00775l,4163222200,both
1612 chalcedony st 92109,1612 chalcedony st 92109,100,str-00777l,4163222200,both
1177 pacific beach dr 92109,pacific beach dr 92109,100,str-02030l,4233831304,both
1177 pacific beach dr 92109,pacific beach dr 92109,100,str-02041l,4233831304,both
814 santa barbara pl 92109,814 santa barbara pl 92109,100,str-02534l,4236540603,both
247 westbourne st 92037,247 westbourne st 92037,100,str-01417l,3512702400,both
247 westbourne st 92037,247 westbourne st 92037,100,str-01397l,3512702400,both
247 westbourne st 92037,247 westbourne st 92037,100,str-01496l,3512702400,both
1827 edgemont st 92102,1827 edgemont st 92102,100,str-02645l,5392421000,both
1558 ebers st 92107,1558 ebers st 92107,100,str-01512l,4483621300,both
1558 ebers st 92107,1558 ebers st 92107,100,str-01907l,4483621300,both
1558 ebers st 92107,1558 ebers st 92107,100,str-01516l,4483621300,both
1558 ebers st 92107,1558 ebers st 92107,100,str-01896l,4483621300,both
802 san juan pl 92109,802 san juan pl 92109,100,str-02792l,4236061800,both
1903 diamond st 92109,1903 diamond st 92109,100,str-00436l,4165312202,both
4141 mississippi st #1/2 92104,mississippi st 92104,100,str-04637l,4530223400,both
3856 via del mar 92130,3854 via del mar 92130,95,str-02409l,3070620400,both
3856 via del mar 92130,3854 via del mar 92130,95,str-02408l,3070620400,both
5106 muir 92107,5102 muir ave 92107,82,str-00132l,4480420900,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-00105l,4480822105,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-01682l,4480822105,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-00228l,4480822105,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-00013l,4480822105,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-00466l,4480822105,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-03095l,4480822105,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-01754l,4480822105,both
5059 niagara av #5 92107,5059 niagara ave #05 92107,96,str-04508l,4480822105,both
3305 mcgraw st 92117,3305 mcgraw st 92117,100,str-03618l,4252921000,both
2808 bayside walk #c 92109,bayside walk 92109,100,str-03160l,4235580200,both
709 tangiers court 92109,709 tangiers court 92109,100,str-03487l,4235712500,both
709 tangiers court 92109,709 tangiers court 92109,100,str-02695l,4235712500,both
719 jamaica court #b 92109,719 jamaica ct #b 92109,94,str-00792l,4236620202,both
719 jamaica court #b 92109,719 jamaica ct #b 92109,94,str-03500l,4236620202,both
810 deal court 92109,810 deal court 92109,100,str-02219l,4237150700,both
725 chalcedony st #725 92109,2540 chalcedony st 92109,94,str-01827l,4172301400,both
417 sea ridge dr 92037,417 sea ridge dr 92037,100,str-02683l,4150621100,both
3221 copley av 92116,3221 copley ave 92116,98,str-01363l,4392510400,both
3587 princeton av 92117,3587 princeton ave 92117,98,str-04546l,4250413100,both
2970 l st 92102,j st 92102,89,str-07328l,5355101500,both
543 boanir wy 92037,543 bonair way 92037,92,str-01578l,3513604500,both
5810 meade av 92115,5810 meade ave 92115,97,str-05308l,4721032400,both
2561 e st 92102,2561 e st 92102,100,str-00125l,5344030300,both
4953 brighton av 92107,4953 brighton ave 92107,98,str-00614l,4482022400,both
4953 brighton av 92107,4953 brighton ave 92107,98,str-00613l,4482022400,both
4953 brighton av 92107,4953 brighton ave 92107,98,str-00615l,4482022400,both
4953 brighton av 92107,4953 brighton ave 92107,98,str-00661l,4482022400,both
1923 linwood st 92110,1923 linwood st 92110,100,str-01959l,4517320200,both
1842 kearney av 92113,1842 kearney ave 92113,98,str-02088l,5380902500,both
4338 33rd st 92104,4338 33rd st 92104,100,str-02202l,4475532300,both
743 yarmouth court san diego 92109,743 yarmouth court 92109,100,str-04207l,4233161100,both
849 beryl st 92109,849 beryl st 92109,100,str-02919l,4154610800,both
849 beryl st 92109,849 beryl st 92109,100,str-02916l,4154610800,both
2660 mission blvd #8 92109,2660 mission blvd 92109,100,str-03946l,4237620600,both
2660 mission blvd #8 92109,2660 mission blvd 92109,100,str-03819l,4237620600,both
2660 mission blvd #8 92109,2660 mission blvd 92109,100,str-03043l,4237620600,both
2660 mission blvd #8 92109,2660 mission blvd 92109,100,str-02809l,4237620600,both
2660 mission blvd #8 92109,2660 mission blvd 92109,100,str-03312l,4237620600,both
2660 mission blvd #8 92109,2660 mission blvd 92109,100,str-04466l,4237620600,both
350 11th av #824 92101,350 11th ave #824 92101,98,str-01903l,5353622650,both
350 11th av #824 92101,350 11th ave #824 92101,98,str-05713l,5353622650,both
350 11th av #824 92101,350 11th ave #824 92101,98,str-00110l,5353622650,both
350 11th av #824 92101,350 11th ave #824 92101,98,str-07624l,5353622650,both
350 11th av #824 92101,350 11th ave #824 92101,98,str-06074l,5353622650,both
2827 polk av 92104,2827 polk ave 92104,97,str-00868l,4463613000,both
1040 1040 cypress way wy 92103,1040 cypress way 92103,100,str-02438l,4521320600,both
4011 bernice dr 92107,4011 bernice dr 92107,100,str-02491l,4492021300,both
10441 harlow cr #36 92108,10441 harlow cir #36 92108,98,str-02647l,4340311727,both
819 ostend court 92109,819 ostend court 92109,100,str-03923l,4236020502,both
819 ostend court 92109,819 ostend court 92109,100,str-01463l,4236020502,both
2963 laurel st 92104,2959 laurel st 92104,90,str-05825l,5390210400,both
3968 broadlawn st 92111,3968 broadlawn st 92111,100,str-05810l,4197400300,both
3963 n mission blvd 92109,3963 mission blvd 92109,100,str-01025l,4233131100,both
6767 neptune pl #106 92037,6767 neptune pl #106 92037,100,str-03881l,3513820106,both
6767 neptune pl #106 92037,6767 neptune pl #106 92037,100,str-03324l,3513820106,both
6767 neptune pl #106 92037,6767 neptune pl #106 92037,100,str-01643l,3513820106,both
6767 neptune pl #106 92037,6767 neptune pl #106 92037,100,str-01985l,3513820106,both
6767 neptune pl #106 92037,6767 neptune pl #106 92037,100,str-02648l,3513820106,both
6767 neptune pl #106 92037,6767 neptune pl #106 92037,100,str-02685l,3513820106,both
640 bollenbacher st 92114,640 bollenbacher st 92114,100,str-02969l,5432422000,both
8461 pallux wy 92126,8461 pallux way 92126,98,str-05826l,3090703100,both
3410 borreson st 92117,3410 borreson st 92117,100,str-02194l,4251711000,both
6979 bobhird dr 92119,6979 bobhird dr 92119,100,str-02049l,4576602000,both
727 tangiers court 92109,724 tangiers court 92109,96,str-04835l,4235710600,both
3552 meade av 92116,52 meade ave 92116,92,str-01817l,4471011800,both
3552 meade av 92116,52 meade ave 92116,92,str-02151l,4471011800,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-02703l,4236610305,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-00848l,4236610305,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-00038l,4236610305,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-00247l,4236610305,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-00379l,4236610305,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-00188l,4236610305,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-00604l,4236610305,both
3253 ocean front walk 92109,3253 ocean front walk 92109,100,str-07199l,4236610305,both
736 york court 92109,736 york court 92109,100,str-04789l,4233141900,both
3607 ocean front walk #4 92109,3607 ocean front walk #04 92109,98,str-05041l,4236050904,both
3607 ocean front walk #4 92109,3607 ocean front walk #04 92109,98,str-05043l,4236050904,both
3607 ocean front walk #4 92109,3607 ocean front walk #04 92109,98,str-07590l,4236050904,both
3607 ocean front walk #4 92109,3607 ocean front walk #04 92109,98,str-01369l,4236050904,both
3607 ocean front walk #4 92109,3607 ocean front walk #04 92109,98,str-04222l,4236050904,both
1985 n avenida de la cruz av 92173,1985 avenida de la cruz 92173,100,str-01306l,6381902917,both
3553 strandway 92109,3553 strandway 92109,100,str-05067l,4236110800,both
1906 willow st 92106,1906 willow st 92106,100,str-04377l,5303140500,both
825 10th av 92101,825 10th ave 92101,97,str-01485l,5343352300,both
1437 university av #1 92103,1435 e university ave 92103,87,str-04685l,4521910400,both
1437 university av #1 92103,1435 e university ave 92103,87,str-04692l,4521910400,both
3676 orange av 92104,3676 orange ave 92104,98,str-04614l,4472521700,both
4814 west mountain view dr 92116,4814 w mountain view dr 92116,96,str-00672l,4392401701,both
3962 sequoia st 92109,3962 sequoia st 92109,100,str-05936l,4244912200,both
417 gravilla st #1/2 92037,615 gravilla st 1/2 92037,92,str-07388l,3514910900,both
3712 oleander pl 92106,3712 oleander pl 92106,100,str-00820l,4497111900,both
4916 lillian st 92110,4916 lillian st 92110,100,str-00234l,4362120200,both
3700 3rd av #1 92103,3700 3rd ave 92103,92,str-02197l,4520630900,both
3700 3rd av #1 92103,3700 3rd ave 92103,92,str-02193l,4520630900,both
3843 riviera dr #no. 3 92109,3843 riviera dr #03 92109,93,str-00468l,4234242203,both
3843 riviera dr #no. 3 92109,3843 riviera dr #03 92109,93,str-04612l,4234242203,both
3429 browning st 92106,3429 browning st 92106,100,str-00128l,4500620300,both
2630 6th av #1 92103,2630 6th ave 92103,92,str-02016l,4527140700,both
2630 6th av #1 92103,2630 6th ave 92103,92,str-01480l,4527140700,both
3349 riviera dr 92109,3349 riviera dr 92109,100,str-00773l,4235400200,both
968 rosecrans st 92106,968 rosecrans st 92106,100,str-00030l,5316531700,both
6436 camino de la costa 92037,6436 camino de la costa 92037,100,str-03744l,3515610300,both
850 felspar st #b 92109,850 felspar st #b 92109,100,str-02132l,4155922602,both
850 felspar st #b 92109,850 felspar st #b 92109,100,str-04440l,4155922602,both
5381 calumet av 92037,5331 calumet ave 92037,93,str-04592l,4150320100,both
4525 voltaire st 92107,4525 voltaire st 92107,100,str-00459l,4486910900,both
4473 n marlborough av #1 92116,4473 marlborough ave #01 92116,93,str-02019l,4547240301,both
2006 olite court 92037,2006 olite court 92037,100,str-02177l,3525020700,both
861 emerald st #1 92109,861 emerald st 92109,100,str-02900l,4155920400,both
861 emerald st #1 92109,861 emerald st 92109,100,str-02909l,4155920400,both
861 emerald st #1 92109,861 emerald st 92109,100,str-02898l,4155920400,both
861 emerald st #1 92109,861 emerald st 92109,100,str-02911l,4155920400,both
2687 ocean front walk 92109,2687 ocean front walk 92109,100,str-02831l,4237420705,both
2687 ocean front walk 92109,2687 ocean front walk 92109,100,str-02927l,4237420705,both
2687 ocean front walk 92109,2687 ocean front walk 92109,100,str-02114l,4237420705,both
2687 ocean front walk 92109,2687 ocean front walk 92109,100,str-02862l,4237420705,both
2963 bayside ln 92109,2963 bayside ln 92109,100,str-01054l,4237030803,both
2963 bayside ln 92109,2963 bayside ln 92109,100,str-04582l,4237030803,both
2963 bayside ln 92109,2963 bayside ln 92109,100,str-02481l,4237030803,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312601,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312606,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-00204l,3574312602,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312601,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312606,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-00888l,3574312602,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312601,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312606,both
6637 la jolla blvd 92037,la jolla blvd 92037,100,str-03196l,3574312602,both
5453 mildred st #a 92110,5453 mildred st 92110,100,str-01960l,4363610700,both
5453 mildred st #a 92110,5453 mildred st 92110,100,str-02419l,4363610700,both
1511 missouri 92109,1511 missouri st 92109,100,str-04620l,4164020200,both
1511 missouri 92109,1511 missouri st 92109,100,str-00897l,4164020200,both
5757 streamview dr 92105,5757 streamview dr 92105,100,str-00166l,4771730100,both
3238 island ave av 92102,3238 island ave 92102,100,str-04769l,5451301500,both
3238 island ave av 92102,3238 island ave 92102,100,str-05111l,5451301500,both
6375 cabaret st 92120,6375 cabaret st 92120,100,str-05827l,4562505500,both
4029 national av 92113,4029 national ave 92113,98,str-01676l,5510410400,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-01114l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-01409l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-00194l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-04390l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-01529l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-01526l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-01945l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-01708l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-01527l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-03026l,4232221803,both
4151 mission blvd blvd #203 92109,4151 mission blvd #203 92109,100,str-02563l,4232221803,both
11437 normanton wy 92131,11437 normanton way 92131,98,str-00191l,3196611100,both
1785 torrance st 92103,1785 torrance st 92103,100,str-05212l,4511111500,both
1147 koe st 92114,1145 koe st 92114,94,str-01944l,5773220100,both
1147 koe st 92114,1145 koe st 92114,94,str-01858l,5773220100,both
6242 pasatiempo av 92120,6242 pasatiempo ave 92120,98,str-00980l,6734416800,both
1566 santa barbara st st 92107,1566 santa barbara st 92107,100,str-01310l,4487211200,both
2222 bahia dr 92037,2222 bahia dr 92037,100,str-01779l,3583310400,both
3427 herbert st 92103,3427 herbert st 92103,100,str-02304l,4524811900,both
7885 hemingway av 92120,7885 hemingway ave 92120,98,str-02006l,4561704600,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-00799l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-03233l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-00421l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-03311l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-00385l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-02576l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-03089l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-02687l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-03156l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-00263l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-01652l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-03553l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-03926l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-02952l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-03517l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-06497l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-01108l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-06626l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-01525l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-01391l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-04280l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-04213l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-01165l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-04919l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-01728l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-07336l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-01588l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-05674l,4155811303,both
4767 ocean blvd #1003 92109,4667 ocean blvd #103 92109,94,str-04086l,4155811303,both
2355 front street st #3 92101,2355 front st 92101,100,str-02870l,5331811703,both
